400030,0,1,1,0,1070102,84717,400999,NA,0,1,2,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,不同縣市包裹,220,1,1,833,1,2.33663E+13,2.33663E+13,NA,NA,10701,1
100010,0,1,1,0,1070102,91245,100999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,114,3,1,40,1,9.8375E+19,9.8375E+19,41,F,10701,1
900022,0,1,1,0,1070102,93753,900999,NA,0,1,1,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號信函,320,1,1,12,1,9.76306E+19,9.76306E+19,NA,NA,10701,1
320043,0,1,1,0,1070102,95002,330999,NA,0,1,1,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號信函,112,1,1,20,1,9.52622E+19,9.52622E+19,NA,NA,10701,1
330012,0,1,1,0,1070102,100634,330999,NA,0,1,2,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,不同縣市包裹,105,5,1,1853,1,6.96405E+13,6.96405E+13,52,F,10701,1
704048,0,1,1,0,1070102,102831,704999,NA,0,1,2,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,不同縣市包裹,235,1,1,3475,1,1.04171E+13,1.04171E+13,NA,NA,10701,1
730000,0,1,1,0,1070102,103004,704999,NA,0,1,1,1,0,0,0,0,1,0,NA,0,1,1,0,0,2,限時掛號信函,32099,1,1,5,1,9.84186E+19,9.84186E+19,NA,NA,10701,1
830003,0,1,1,0,1070102,103009,800999,NA,0,66,1,1,0,0,0,0,3,1,5,0,1,0,0,0,NA,國內普通掛號信函,NA,1,4,0,4,2.27268E+12,2.27298E+12,NA,NA,10701,1
330020,0,1,1,0,1070102,105600,330999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,320,1,1,100,1,9.82164E+19,9.82164E+19,0,NA,10701,1
300030,0,1,1,0,1070102,110007,300999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,100,1,1,70,1,9.01037E+19,9.01037E+19,0,NA,10701,1
220067,0,1,1,0,1070102,110251,220999,NA,0,1,2,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,同縣市包裹,220,5,1,225,1,6.71468E+13,6.71468E+13,56,F,10701,1
100029,0,1,1,0,1070102,111406,100999,NA,0,1,2,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,同縣市包裹,241,1,1,569,1,2.71453E+13,2.71453E+13,NA,NA,10701,1
220069,0,1,1,0,1070102,113302,220999,NA,0,1,2,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,同縣市包裹,203,1,1,2202,1,9.08335E+19,9.08335E+19,NA,NA,10701,1
704026,0,1,1,0,1070102,113650,704999,NA,0,1,1,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號信函,30062,1,1,61,1,9.37174E+19,9.37174E+19,NA,NA,10701,1
330038,0,1,1,0,1070102,113937,330999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,106,3,1,421,1,9.28459E+19,9.28459E+19,42,F,10701,1
220014,0,1,1,0,1070102,114202,220999,NA,0,1,3,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,不同縣市快捷,30012,1,1,104,1,7.76743E+12,7.76743E+12,51,F,10701,1
500001,0,3,1,0,1070102,115352,500999,NA,0,11,1,2,0,0,0,0,3,0,NA,0,1,0,0,0,NA,國內普通掛號小包,NA,3,3,2,3,1.76813E+13,1.76815E+13,43,F,10701,1
540023,0,1,1,0,1070102,115636,540999,NA,0,1,2,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,不同縣市包裹,220,1,1,520,1,3.22641E+13,3.22641E+13,NA,NA,10701,1
100250,0,1,1,0,1070102,121500,100999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,300,3,1,266,1,9.03072E+19,9.03072E+19,41,NA,10701,1
200017,0,1,1,0,1070102,122638,200999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,242,3,1,222,1,9.26313E+19,9.26313E+19,41,F,10701,1
200015,0,1,1,0,1070102,123500,200999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,237,3,1,132,1,9.00345E+19,9.00345E+19,41,NA,10701,1
400032,0,1,2,0,1070102,124645,400999,NA,0,3,2,1,0,0,0,0,2,0,NA,0,1,0,0,0,2,同縣市包裹,NA,5,3,1107,1,1.65298E+13,1.65298E+13,56,F,10701,1
880006,0,1,1,0,1070102,124737,880999,NA,0,1,3,1,0,0,0,0,1,0,NA,0,1,0,0,0,2,島嶼間互寄快捷,231,1,1,936,1,7.68844E+13,7.68844E+13,66,R,10701,1
330027,0,1,1,0,1070102,125918,330999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,335,3,1,62,1,9.39017E+19,9.39017E+19,41,F,10701,1
200032,0,1,1,0,1070102,132137,200999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,111,3,1,418,1,9.63346E+19,9.63346E+19,43,F,10701,1
600035,0,1,1,0,1070102,133500,600999,NA,0,1,1,2,0,0,0,0,1,0,NA,0,1,0,0,0,2,普通掛號小包,30057,3,1,776,1,9.58769E+19,9.58769E+19,42,NA,10701,1
